fid,extensao,consorcio,descricao_desvio,tipo_rota,direcao,destino,servico
702,33133,Internorte,,regular,0,Saens Peña,635
703,23034,Transcarioca,,regular,0,Circular,651
704,52886,Transcarioca,,regular,1,Piabas,554
705,15207,Transcarioca,,regular,0,Barra da Tijuca,862
706,24658,Intersul,,regular,0,Leblon [via Praia do Flamengo],415
707,30165,Transcarioca,,regular,0,Gávea,SN565
708,27861,Transcarioca,,regular,1,Taquara,SN600
709,22359,Transcarioca,,regular,0,Gávea,555
710,19946,Internorte,,regular,0,Castelo,239
711,13521,Transcarioca,,regular,0,Terminal Alvorada,SN880
712,7786,Santa Cruz,,regular,1,Sagrado Coração,809
713,21239,Transcarioca,,regular,0,Barra da Tijuca,SV878
714,25032,MOBI-Rio,,brt,1,Mato Alto,13
715,23956,Internorte,,regular,0,Maré,SN919
716,33768,Transcarioca,,regular,1,Vargem Grande,613
717,26452,Internorte,,regular,1,Bancários,326
718,15610,MOBI-Rio,,brt,1,Vigário Geral - Praça Dois,71
719,25143,MOBI-Rio,,brt,0,Terminal Alvorada,13
720,17603,Santa Cruz,,regular,1,Terminal Mato Alto,SN885
721,14384,Santa Cruz,,regular,1,Jesuítas,807
722,33578,Santa Cruz,,regular,0,Cascadura,SN790
723,36608,Santa Cruz,,regular,1,Terminal Mato Alto,SV853
724,23089,Santa Cruz,,regular,0,Terminal Deodoro,798
725,31465,Internorte,,regular,1,Pavuna,945
726,31581,Transcarioca,,regular,0,Castelo,306
727,28043,Internorte,,regular,0,General Osório,484
728,10778,Intersul,,regular,0,Candelária,220
729,24016,Transcarioca,,regular,1,Terminal Taquara,881
730,37024,Transcarioca,,regular,0,Copacabana [reversível],558
731,25729,Transcarioca,,regular,0,Praça da República,371
732,35535,Transcarioca,,regular,0,Rio Sul,SP553
733,12090,Internorte,,regular,1,Ribeira,SP324
734,22385,Santa Cruz,,regular,0,Madureira,SV777
735,57649,Transcarioca,,regular,0,Rio Sul,SN554
736,20924,Internorte,,regular,1,Penha,SN497
737,20913,Intersul,,regular,0,Cosme Velho,422
738,19784,MOBI-Rio,,brt,1,Terminal Paulo da Portela,35
739,35972,Internorte,,regular,0,Castelo,378
740,16040,Transcarioca,,regular,1,Madureira,774
741,6177,MOBI-Rio,,brt,0,Jardim Oceânico,22
742,14107,Santa Cruz,,regular,1,Catiri,764
743,12533,Intersul,,regular,0,Urca,107
744,25153,MOBI-Rio,,brt,1,Terminal Deodoro,61
745,36370,Transcarioca,,regular,0,Candelária,352
746,24750,Intersul,,regular,0,Gávea,435
747,18607,Internorte,,regular,1,Méier,688
748,51907,Transcarioca,,regular,1,Piabas [reversível],554
749,18803,Intersul,,regular,0,Siqueira Campos,SN433
750,19620,Intersul,,regular,1,Meier,275
751,25618,Intersul,,regular,1,Jacaré,SV474
752,33651,Internorte,,regular,1,Irajá,296
753,52707,Santa Cruz,,regular,0,Candelária,SR397
754,29072,Internorte,,regular,1,Pavuna,669
755,27724,Intersul,,regular,1,Usina [via Praia do Flamengo],415
756,13173,Intersul,,regular,0,Alto Gávea,SV112
757,42006,Transcarioca,,regular,0,Candelária,343
758,13348,Internorte,,regular,0,Terminal Fundão,SP324
759,31659,Internorte,,frescao,0,Castelo,2305
760,18013,Transcarioca,,regular,0,Jardim América,SV774
761,36322,Internorte,,regular,1,Pavuna,SN399
762,23464,MOBI-Rio,,brt,0,Salvador Allende,19
763,13523,Transcarioca,,regular,1,Tijuquinha,SPB550
764,41852,Intersul,,regular,0,São Conrado,181
765,31493,Internorte,,regular,0,Castelo,349
766,70220,Santa Cruz,,frescao,1,Cesarão,2303
767,6373,Intersul,,regular,0,Cosme Velho,117
768,16011,Intersul,,regular,0,Leme,538
769,34103,Internorte,,regular,1,Honório Gurgel,SR362
770,78730,Santa Cruz,,frescao,1,Sepetiba,2383
771,39437,MOBI-Rio,,brt,0,Terminal Alvorada,11
772,24549,Santa Cruz,,regular,0,Cascadura,SN794
773,27674,Internorte,,regular,1,Irajá,350
774,30164,Transcarioca,,regular,0,Gávea,565
775,21271,Transcarioca,,regular,1,Cascadura,785
776,14667,Internorte,,regular,0,Saens Peña,621
777,19319,Internorte,,regular,1,Bonsucesso,SVB901
778,26884,Internorte,,regular,1,Ribeira,325
779,47289,Santa Cruz,,regular,1,Campo Grande,936
780,20090,Transcarioca,,regular,0,Cidade de Deus,691
781,19418,Internorte,,regular,0,Méier,687
782,29833,Internorte,,regular,0,Castelo,296
783,41409,Internorte,,regular,0,Passeio,384
784,30354,Transcarioca,,regular,0,Gávea,550
785,26243,Internorte,,regular,0,General Osório,SPB483
786,24135,Intersul,,regular,0,Copacabana,440
787,21372,Santa Cruz,,regular,0,Cascadura,794
788,16170,Internorte,,regular,0,Méier,679
789,5876,Intersul,,regular,1,Paula Matos,014
790,54898,Santa Cruz,,frescao,1,Bangu,2804
791,11447,Intersul,,regular,0,Candelária,210
792,60324,Santa Cruz,,regular,0,Metrô Coelho Neto,757
793,35989,Transcarioca,,regular,1,Terminal Alvorada,309
794,30022,Internorte,,regular,1,Pavuna,SVA665
795,27330,Internorte,,regular,0,Candelária,324
796,16075,Intersul,,regular,0,Central [via Praia do Flamengo],100
797,22316,Internorte,,regular,0,Castelo,238
798,30115,Internorte,,regular,0,Saens Pena,629
799,34656,MOBI-Rio,,brt,0,Terminal Alvorada,38
800,11122,MOBI-Rio,,brt,0,Terminal Gentileza,80
801,15373,MOBI-Rio,,brt,0,Terminal Gentileza,71
802,14702,Internorte,,regular,0,Terminal Fundão,616
803,9019,Transcarioca,,regular,0,Madureira,702
804,20255,Transcarioca,,regular,0,Terminal Alvorada,881
805,8481,Internorte,,regular,1,Bancários,SV921
806,7698,Internorte,,regular,0,Ribeira,921
807,24302,Transcarioca,,regular,0,Madureira,940
808,23202,Santa Cruz,,regular,0,Terminal Deodoro,796
809,67811,Santa Cruz,,frescao,0,Carioca,2309
810,32000,Transcarioca,,regular,0,Rio Sul,552
811,38991,Internorte,,regular,0,Candelária,SR386
812,29408,Internorte,,regular,1,Fundão,486
813,35961,MOBI-Rio,,brt,1,Terminal Curral Falso,15
814,21237,Internorte,,regular,0,Largo do Machado,498
815,74599,Santa Cruz,,frescao,1,Pedra de Guaratiba,2381
816,24848,Intersul,,regular,0,Copacabana,SV474
817,28802,Santa Cruz,,regular,1,Campo Grande,771
818,20612,Transcarioca,,regular,0,Rio Comprido,607
819,7635,Transcarioca,,regular,0,Terminal Taquara,SV831
820,20811,Internorte,,regular,1,Penha (Grotão),313
821,24073,Internorte,,regular,0,Bonsucesso,928
822,28234,Transcarioca,,regular,1,Praça Seca,371
823,40825,Transcarioca,,regular,1,Riocentro,SN368
824,29029,MOBI-Rio,,brt,0,Terminal Alvorada,16
825,56245,Santa Cruz,,regular,1,Terminal Campo Grande,SN397
826,24349,Santa Cruz,,regular,0,Terminal Deodoro,788
827,30669,Transcarioca,,frescao,0,Castelo,2112
828,29572,Santa Cruz,,regular,0,Coelho Neto,771
829,21679,Internorte,,regular,0,General Osório,SPA483
830,40709,Internorte,,regular,0,Passeio,SV384
831,19643,MOBI-Rio,,brt,1,Terminal Paulo da Portela,41
832,20187,Internorte,,regular,1,Olaria,625
833,27748,Transcarioca,,regular,1,Vila Valqueire,SV363
834,27288,Transcarioca,,regular,0,Pontal,SN810
835,19725,MOBI-Rio,,brt,1,Terminal Paulo da Portela,40
836,34269,Internorte,,regular,0,Saens Peña,665
837,37642,Transcarioca,,regular,0,Candelária,SN368
838,33322,Santa Cruz,,regular,0,Cascadura,SV790
839,24157,MOBI-Rio,,brt,1,Terminal Deodoro,51
840,17115,Intersul,,regular,0,Central,105
841,16400,Internorte,,regular,0,Terminal Sulacap,793
842,19732,Internorte,,regular,0,Praça Tiradentes,313
843,22590,MOBI-Rio,,brt,0,Terminal Recreio,51
844,38261,Internorte,,regular,1,Anchieta,SR386
845,46296,MOBI-Rio,,brt,1,Terminal Aroldo Melodia,38
846,17693,Internorte,,regular,1,Metrô Pavuna,SN779
847,25889,Transcarioca,,regular,0,Circular,652
848,22901,Internorte,,regular,0,Pavuna,688
849,75823,Santa Cruz,,frescao,1,Terminal Campo Grande,2338
850,45922,Santa Cruz,,regular,0,Candelária,389
851,8774,Santa Cruz,,regular,0,Bangu,819
852,8060,Intersul,,regular,0,Cosme Velho,165
853,11717,Santa Cruz,,regular,1,Paciência,842
854,2709,Intersul,,regular,1,Saens Peña,626
855,7325,Internorte,,regular,0,Nova América,628
856,28077,Intersul,,regular,0,Terminal Gentileza,104
857,9209,Transcarioca,,regular,1,Marechal Hermes,SP783
858,5132,Internorte,,regular,1,Metrô Vicente de Carvalho,950
859,16851,MOBI-Rio,,brt,0,Curral Falso,28
860,40450,Santa Cruz,,regular,0,Candelária,369
861,16982,Santa Cruz,,regular,0,Cesarão,871
862,27689,Internorte,,regular,1,Abolição,457
863,75677,Santa Cruz,,frescao,0,Castelo,2335
864,35448,Transcarioca,,regular,1,Terminal Gentileza,302
865,24825,Internorte,,regular,1,Penha,621
866,13077,Santa Cruz,,regular,0,Campo Grande,868
867,8114,Internorte,,regular,0,Vista Alegre,950
868,21549,Internorte,,regular,1,Penha,SN312
869,10554,Intersul,,regular,1,Usina,220
870,33345,Transcarioca,,regular,1,Vila Valqueire,SN363
871,13359,Intersul,,regular,0,São Conrado,448
872,31743,Internorte,,regular,1,Marechal Hermes,265
873,36281,MOBI-Rio,,brt,0,Terminal Alvorada,15
874,17974,Transcarioca,,regular,1,Méier,691
875,33955,Santa Cruz,,regular,0,Terminal Deodoro,855
876,9196,Intersul,,regular,1,Silvestre,007
877,16312,Transcarioca,,regular,1,Metrô Del Castilho,610
878,24026,Intersul,,regular,1,Usina,426
879,19889,Transcarioca,,regular,0,Vargem Grande,SP810
880,20926,Internorte,,regular,1,Penha,497
881,11902,Transcarioca,,regular,1,Terminal Deodoro,783
882,39842,Internorte,,regular,1,Pavuna,SV384
883,8262,Internorte,,regular,1,Bancários,921
884,29292,Transcarioca,,regular,1,Vila Valqueire,363
885,4658,Intersul,,regular,0,Metrô Saens Peña,608
886,24307,Internorte,,regular,0,Candelária,277
887,35557,Internorte,,regular,0,Praça da Bandeira,624
888,4822,Intersul,,regular,1,Usina,603
889,16639,Intersul,,regular,1,Jardim de Alah,108
890,10755,Intersul,,regular,1,Caju,210
891,10589,Transcarioca,,regular,0,Tanque,932
892,30398,Internorte,,regular,0,General Osório,SN483
893,74060,Santa Cruz,,frescao,0,Castelo,2381
894,28670,Internorte,,regular,1,Pavuna,SV669
895,8657,Intersul,,regular,1,Terminal Gentileza,165
896,32426,MOBI-Rio,,brt,0,Terminal Recreio,14
897,19056,Transcarioca,,regular,0,Central,SP309
898,24302,Transcarioca,,regular,0,Madureira,940
899,33679,Internorte,,regular,0,Castelo,298
900,18403,Intersul,,regular,1,Vila Isabel,SN433
901,32151,Internorte,,regular,0,Prado Júnior,492
902,22078,Internorte,,regular,0,Méier,685
903,7103,Santa Cruz,,regular,0,Santa Cruz,809
904,28973,Santa Cruz,,regular,0,Terminal Pingo D'Água,SN857
905,24648,Intersul,,regular,0,Gávea,432
906,5636,Intersul,,regular,1,Grajaú,608
907,11291,Internorte,,regular,1,Bancários,SPB326
908,26578,Internorte,,regular,0,Candelária,326
909,30324,Transcarioca,,regular,0,Gávea,SN550
910,21327,Internorte,,regular,1,Irajá,629
911,21271,Transcarioca,,regular,1,Cascadura,785
912,23052,Intersul,,regular,1,Metrô Botafogo,548
913,41199,Santa Cruz,,regular,0,Tiradentes,394
914,5431,Intersul,,regular,0,Castelo,014
915,21239,Transcarioca,,regular,0,Barra da Tijuca,SN878
916,28669,Internorte,,regular,1,Jardim América,342
917,26148,Transcarioca,,regular,1,Terminal Tanque,SV878
918,35426,Transcarioca,,regular,1,Terminal Gentileza,SN302
919,17630,Transcarioca,,regular,1,Rio das Pedras,SN861
920,23364,Intersul,,regular,0,Leblon,443
921,26148,Transcarioca,,regular,1,Terminal Tanque,SV878
922,44824,Santa Cruz,,regular,0,Candelária,SN393
923,18696,Internorte,,regular,1,Tubiacanga,SV922
924,28031,Internorte,,regular,0,Castelo,327
925,9487,Internorte,,regular,1,Penha,628
926,17472,Internorte,,regular,0,Terminal Sulacap,LECD108
927,23955,Santa Cruz,,regular,0,Campo Grande,LECD109
928,30361,Internorte,,regular,1,Abolição,SN457
929,27033,Transcarioca,,regular,1,Méier,SV692
930,11247,Intersul,,regular,0,Copacabana [reversível],163
931,37792,Internorte,,regular,1,Pavuna,SR399
932,38617,MOBI-Rio,,brt,1,Santa Cruz,10
933,19189,Internorte,,regular,1,Olaria,312
934,26735,Internorte,,regular,0,Candelária,329
935,26071,Santa Cruz,,regular,1,Barra de Guaratiba,SV899
936,28895,Transcarioca,,regular,0,Saens Peña,600
937,52085,Santa Cruz,,regular,0,Cidade Universitária,936
938,41245,Transcarioca,,regular,1,Recreio dos Bandeirantes,553
939,42711,Transcarioca,,regular,0,Rio Sul [via Visconde de Pirajá],553
940,23578,Transcarioca,,regular,1,Merck,SN636
941,32402,Internorte,,regular,0,Castelo,342
942,24854,Internorte,,regular,0,Bonsucesso,SN908
943,35888,Internorte,,regular,1,Ribeira,SN324
944,4820,Intersul,,regular,0,Botafogo,513
945,29082,Transcarioca,,regular,1,Praça Seca,306
946,22779,Santa Cruz,,regular,0,Circular,741
947,38306,Internorte,,regular,1,Anchieta,386
948,22032,Internorte,,regular,0,Candelária,311
949,29106,Internorte,,regular,1,Madureira,355
950,33478,Transcarioca,,frescao,1,Taquara,2112
951,21257,Internorte,,regular,0,Terminal Madureira,SN779
952,8051,Intersul,,regular,1,Paula Matos,013
953,23902,Transcarioca,,frescao,0,Castelo,2114
954,32103,Transcarioca,,regular,1,Gardênia Azul,SN353
955,11369,Transcarioca,,regular,1,Terminal Alvorada,805
956,26417,Internorte,,regular,1,Bonsucesso,901
957,18225,Internorte,,regular,0,Carioca,249
958,4795,Santa Cruz,,regular,1,Monte Santo,SN848
959,10862,Santa Cruz,,regular,1,Carobinha,826
960,22083,Santa Cruz,,regular,1,São Fernando,SN840
961,9981,MOBI-Rio,,brt,0,Terminal Gentileza,90
962,20343,Santa Cruz,,regular,0,Taquara,SV803
963,9695,Internorte,,regular,0,Ribeira,SV921
964,32927,Internorte,,regular,0,Candelária,SN324
965,52886,Transcarioca,,regular,1,Piabas,SN554
966,74352,Santa Cruz,,frescao,0,Castelo,2334
967,25233,Internorte,,frescao,0,Castelo,2344
968,26453,Transcarioca,,regular,0,Candelária,363
969,32027,Transcarioca,,regular,0,Terminal Gentileza,353
970,23511,MOBI-Rio,,brt,0,Terminal Deodoro,67
971,24749,Santa Cruz,,regular,0,Terminal Campo Grande,SN884
972,21971,Internorte,,regular,1,Terminal Deodoro,SN908
973,41634,Santa Cruz,,regular,1,Catiri,379
974,27268,Intersul,,regular,1,Jacaré [via P. do Flamengo],SV474
975,10649,Transcarioca,,regular,1,Rio das Pedras,SN880
976,27074,Intersul,,regular,1,Usina,415
977,28329,Transcarioca,,regular,1,Rio das Pedras [reversível],557
978,26446,Internorte,,regular,0,Copacabana,457
979,18902,Intersul,,regular,1,Saens Peña,409
980,8885,Intersul,,regular,1,Silvestre,006
981,27340,Internorte,,regular,1,Bancários,329
982,25087,Internorte,,regular,1,Penha (IAPI),680
983,13527,Internorte,,regular,0,Cascadura,721
984,29112,Internorte,,regular,0,Castelo,323
985,34012,Internorte,,regular,1,Jardim América,639
986,27652,Internorte,,frescao,0,Castelo,2342
987,30742,Internorte,,regular,1,Rocha Miranda,711
988,34304,Transcarioca,,regular,0,Terminal Alvorada,955
989,23142,Internorte,,regular,0,Engenho da Rainha,946
990,24111,Intersul,,regular,0,Circular,460
991,14018,MOBI-Rio,,brt,0,Jardim Oceânico,50
992,19738,Intersul,,regular,1,Rocinha,538
993,18979,Internorte,,regular,0,Saens Peña,SP635
994,29077,Transcarioca,,frescao,1,Praça Seca,2111
995,28937,Transcarioca,,regular,0,Saens Peña,SN600
996,7649,Santa Cruz,,regular,0,Terminal Pingo D'Água,897
997,50446,Santa Cruz,,regular,1,Terminal Campo Grande,SR397
998,28437,Internorte,,regular,1,Pavuna,946
999,28206,Internorte,,regular,1,Irajá,SVA685
1000,15742,Transcarioca,,regular,0,Gávea,SPB550
1001,10181,Transcarioca,,regular,1,Cascadura,712
1002,24721,Internorte,,regular,0,Fundão,663
1003,29963,Internorte,,regular,0,General Osório [via P. do Flamengo],483
1004,20331,Internorte,,regular,0,Bananal,SVB901
1005,46476,MOBI-Rio,,brt,1,Terminal Aroldo Melodia,38
1006,34146,Internorte,,regular,1,Honório Gurgel,362
1007,15766,Internorte,,regular,1,Penha,622
1008,32297,Intersul,,regular,1,Méier,SN474
1009,24093,MOBI-Rio,,brt,1,Vicente de Carvalho,31
1010,21524,Transcarioca,,regular,1,Rio das Pedras,555
1011,24992,MOBI-Rio,,brt,1,Mato Alto,25
1012,9337,Santa Cruz,,regular,1,Terminal Campo Grande,834
1013,10357,Transcarioca,,regular,1,Rio das Pedras,862
1014,40197,Internorte,,regular,0,Cidade Universitária,945
1015,26203,Santa Cruz,,regular,1,Sepetiba,SN884
1016,18855,Internorte,,regular,0,Leblon,SP404
1017,11337,Santa Cruz,,regular,1,Campo Grande,841
1018,19665,MOBI-Rio,,brt,0,Terminal Recreio,41
1019,16470,Santa Cruz,,regular,0,Terminal Deodoro,791
1020,25355,Santa Cruz,,regular,1,Jabour,SN794
1021,29018,Internorte,,regular,0,Castelo,265
1022,9091,Santa Cruz,,regular,0,Terminal Campo Grande,836
1023,47084,Santa Cruz,,frescao,0,Candelária,2310
1024,80242,Santa Cruz,,frescao,1,Santa Cruz,2337
1025,29981,Internorte,,regular,0,General Osório [via P. Vargas/P. Flamengo],483
1026,23248,Intersul,,regular,0,Terminal Alvorada,548
1027,29032,Internorte,,regular,0,General Osório,485
1028,36657,MOBI-Rio,,brt,0,Terminal Alvorada,38
1029,19049,Intersul,,regular,1,São Conrado [reversível],109
1030,22855,Intersul,,regular,1,Grajaú,SN422
1031,17620,Santa Cruz,,regular,0,Bangu,812
1032,16475,Santa Cruz,,regular,1,Praia de Sepetiba,872
1033,15588,Internorte,,regular,0,Terminal Deodoro,SP795
1034,16805,Transcarioca,,regular,1,Jardim América,775
1035,34280,Internorte,,regular,0,Praia do Dendê,SN696
1036,26552,Intersul,,regular,0,Circular,461
1037,26306,Intersul,,regular,1,São Conrado,SN104
1038,11766,Internorte,,regular,0,Terminal Fundão,SP329
1039,25234,Intersul,,regular,0,Santo Cristo,109
1040,32607,Internorte,,regular,1,Acari,298
1041,30826,Internorte,,regular,0,Praia do Dendê,696
1042,22134,Internorte,,regular,0,Engenho Novo,650
1043,69786,Santa Cruz,,regular,1,Cesarão,SR388
1044,25200,MOBI-Rio,,brt,1,Terminal Deodoro,60
1045,17605,Intersul,,regular,0,Leblon,439
1046,18518,Santa Cruz,,regular,1,Largo do Mendanha,812
1047,21055,Transcarioca,,regular,1,Terminal Taquara,954
1048,10889,Santa Cruz,,regular,0,Campo Grande,842
1049,18819,Intersul,,regular,0,Siqueira Campos,433
1050,22780,Transcarioca,,frescao,1,Freguesia,2114
1051,32743,Internorte,,regular,1,Penha [via P. do Flamengo],483
1052,15468,Intersul,,regular,0,Urca,167
1053,10374,Transcarioca,,regular,0,Praça Seca,783
1054,2717,Transcarioca,,regular,1,Gardênia Azul,829
